,Key,Title,Description
9361,BU00808101,Wytgaard,Buurt 'Wytgaard' (BU00808101) is een buurt in wijk 'Dorpen Zuid-West' in de gemeente 'Leeuwarden'.
9362,BU00808102,Buitengebied Wytgaard,Buurt 'Buitengebied Wytgaard' (BU00808102) is een buurt in wijk 'Dorpen Zuid-West' in de gemeente 'Leeuwarden'.
9363,BU00808103,Mantgum,Buurt 'Mantgum' (BU00808103) is een buurt in wijk 'Dorpen Zuid-West' in de gemeente 'Leeuwarden'.
9364,BU00808104,Buitengebied Mantgum,Buurt 'Buitengebied Mantgum' (BU00808104) is een buurt in wijk 'Dorpen Zuid-West' in de gemeente 'Leeuwarden'.
9365,BU00808105,Weidum,Buurt 'Weidum' (BU00808105) is een buurt in wijk 'Dorpen Zuid-West' in de gemeente 'Leeuwarden'.
9366,BU00808106,Buitengebied Weidum,Buurt 'Buitengebied Weidum' (BU00808106) is een buurt in wijk 'Dorpen Zuid-West' in de gemeente 'Leeuwarden'.
9367,BU00808107,Jellum,Buurt 'Jellum' (BU00808107) is een buurt in wijk 'Dorpen Zuid-West' in de gemeente 'Leeuwarden'.
9368,BU00808108,Bears,Buurt 'Bears' (BU00808108) is een buurt in wijk 'Dorpen Zuid-West' in de gemeente 'Leeuwarden'.
9369,BU00808109,Jorwert,Buurt 'Jorwert' (BU00808109) is een buurt in wijk 'Dorpen Zuid-West' in de gemeente 'Leeuwarden'.
9370,BU00808110,Buitengebied Jorwert,Buurt 'Buitengebied Jorwert' (BU00808110) is een buurt in wijk 'Dorpen Zuid-West' in de gemeente 'Leeuwarden'.
9371,BU00808111,Hilaard,Buurt 'Hilaard' (BU00808111) is een buurt in wijk 'Dorpen Zuid-West' in de gemeente 'Leeuwarden'.
9372,BU00808112,Buitengebied Hilaard,Buurt 'Buitengebied Hilaard' (BU00808112) is een buurt in wijk 'Dorpen Zuid-West' in de gemeente 'Leeuwarden'.
9373,BU00808113,Húns,Buurt 'Húns' (BU00808113) is een buurt in wijk 'Dorpen Zuid-West' in de gemeente 'Leeuwarden'.
9374,BU00808114,Leons,Buurt 'Leons' (BU00808114) is een buurt in wijk 'Dorpen Zuid-West' in de gemeente 'Leeuwarden'.
9375,BU00808115,Baard,Buurt 'Baard' (BU00808115) is een buurt in wijk 'Dorpen Zuid-West' in de gemeente 'Leeuwarden'.
9376,BU00808116,Easterlittens,Buurt 'Easterlittens' (BU00808116) is een buurt in wijk 'Dorpen Zuid-West' in de gemeente 'Leeuwarden'.
9377,BU00808117,Buitengebied Easterlittens,Buurt 'Buitengebied Easterlittens' (BU00808117) is een buurt in wijk 'Dorpen Zuid-West' in de gemeente 'Leeuwarden'.
9378,WK008082  ,Grou e.o.,Wijk 'Grou e.o.' (WK008082) is een wijk in de gemeente 'Leeuwarden'.
9379,BU00808201,Reduzum,Buurt 'Reduzum' (BU00808201) is een buurt in wijk 'Grou e.o.' in de gemeente 'Leeuwarden'.
9380,BU00808202,Buitengebied Reduzum,Buurt 'Buitengebied Reduzum' (BU00808202) is een buurt in wijk 'Grou e.o.' in de gemeente 'Leeuwarden'.
9381,BU00808203,Eagum,Buurt 'Eagum' (BU00808203) is een buurt in wijk 'Grou e.o.' in de gemeente 'Leeuwarden'.
9382,BU00808204,Idaerd,Buurt 'Idaerd' (BU00808204) is een buurt in wijk 'Grou e.o.' in de gemeente 'Leeuwarden'.
9383,BU00808205,Friens,Buurt 'Friens' (BU00808205) is een buurt in wijk 'Grou e.o.' in de gemeente 'Leeuwarden'.
9384,BU00808206,Grou,Buurt 'Grou' (BU00808206) is een buurt in wijk 'Grou e.o.' in de gemeente 'Leeuwarden'.
9385,BU00808207,Buitengebied Grou,Buurt 'Buitengebied Grou' (BU00808207) is een buurt in wijk 'Grou e.o.' in de gemeente 'Leeuwarden'.
9386,BU00808208,Jirnsum,Buurt 'Jirnsum' (BU00808208) is een buurt in wijk 'Grou e.o.' in de gemeente 'Leeuwarden'.
9387,BU00808209,Buitengebied Jirnsum,Buurt 'Buitengebied Jirnsum' (BU00808209) is een buurt in wijk 'Grou e.o.' in de gemeente 'Leeuwarden'.
9388,GM0546    ,Leiden,Gemeente 'Leiden' (GM0546)
9389,WK054600  ,Binnenstad-Zuid,Wijk 'Binnenstad-Zuid' (WK054600) is een wijk in de gemeente 'Leiden'.
9390,BU05460000,Pieterswijk,Buurt 'Pieterswijk' (BU05460000) is een buurt in wijk 'Binnenstad-Zuid' in de gemeente 'Leiden'.
9391,BU05460001,Academiewijk,Buurt 'Academiewijk' (BU05460001) is een buurt in wijk 'Binnenstad-Zuid' in de gemeente 'Leiden'.
9392,BU05460002,Levendaal-West,Buurt 'Levendaal-West' (BU05460002) is een buurt in wijk 'Binnenstad-Zuid' in de gemeente 'Leiden'.
9393,BU05460003,Levendaal-Oost,Buurt 'Levendaal-Oost' (BU05460003) is een buurt in wijk 'Binnenstad-Zuid' in de gemeente 'Leiden'.
9394,WK054601  ,Binnenstad-Noord,Wijk 'Binnenstad-Noord' (WK054601) is een wijk in de gemeente 'Leiden'.
9395,BU05460100,De Camp,Buurt 'De Camp' (BU05460100) is een buurt in wijk 'Binnenstad-Noord' in de gemeente 'Leiden'.
9396,BU05460101,Marewijk,Buurt 'Marewijk' (BU05460101) is een buurt in wijk 'Binnenstad-Noord' in de gemeente 'Leiden'.
9397,BU05460102,Pancras-West,Buurt 'Pancras-West' (BU05460102) is een buurt in wijk 'Binnenstad-Noord' in de gemeente 'Leiden'.
9398,BU05460103,Pancras-Oost,Buurt 'Pancras-Oost' (BU05460103) is een buurt in wijk 'Binnenstad-Noord' in de gemeente 'Leiden'.
9399,BU05460104,d'Oude Morsch,Buurt 'd'Oude Morsch' (BU05460104) is een buurt in wijk 'Binnenstad-Noord' in de gemeente 'Leiden'.
9400,BU05460105,Noordvest,Buurt 'Noordvest' (BU05460105) is een buurt in wijk 'Binnenstad-Noord' in de gemeente 'Leiden'.
9401,BU05460106,Havenwijk-Noord,Buurt 'Havenwijk-Noord' (BU05460106) is een buurt in wijk 'Binnenstad-Noord' in de gemeente 'Leiden'.
9402,BU05460107,Havenwijk-Zuid,Buurt 'Havenwijk-Zuid' (BU05460107) is een buurt in wijk 'Binnenstad-Noord' in de gemeente 'Leiden'.
9403,BU05460108,Molenbuurt,Buurt 'Molenbuurt' (BU05460108) is een buurt in wijk 'Binnenstad-Noord' in de gemeente 'Leiden'.
9404,BU05460109,De Waard,Buurt 'De Waard' (BU05460109) is een buurt in wijk 'Binnenstad-Noord' in de gemeente 'Leiden'.
9405,WK054602  ,Stationsdistrict,Wijk 'Stationsdistrict' (WK054602) is een wijk in de gemeente 'Leiden'.
9406,BU05460200,Stationskwartier,Buurt 'Stationskwartier' (BU05460200) is een buurt in wijk 'Stationsdistrict' in de gemeente 'Leiden'.
9407,WK054603  ,Leiden-Noord,Wijk 'Leiden-Noord' (WK054603) is een wijk in de gemeente 'Leiden'.
9408,BU05460300,Groenoord,Buurt 'Groenoord' (BU05460300) is een buurt in wijk 'Leiden-Noord' in de gemeente 'Leiden'.
9409,BU05460301,Noorderkwartier,Buurt 'Noorderkwartier' (BU05460301) is een buurt in wijk 'Leiden-Noord' in de gemeente 'Leiden'.
9410,BU05460302,De Kooi,Buurt 'De Kooi' (BU05460302) is een buurt in wijk 'Leiden-Noord' in de gemeente 'Leiden'.
9411,WK054604  ,Roodenburgerdistrict,Wijk 'Roodenburgerdistrict' (WK054604) is een wijk in de gemeente 'Leiden'.
9412,BU05460400,Meerburg,Buurt 'Meerburg' (BU05460400) is een buurt in wijk 'Roodenburgerdistrict' in de gemeente 'Leiden'.
9413,BU05460401,Rijndijkbuurt,Buurt 'Rijndijkbuurt' (BU05460401) is een buurt in wijk 'Roodenburgerdistrict' in de gemeente 'Leiden'.
9414,BU05460402,Professorenwijk-Oost,Buurt 'Professorenwijk-Oost' (BU05460402) is een buurt in wijk 'Roodenburgerdistrict' in de gemeente 'Leiden'.
9415,BU05460403,Burgemeesterswijk,Buurt 'Burgemeesterswijk' (BU05460403) is een buurt in wijk 'Roodenburgerdistrict' in de gemeente 'Leiden'.
9416,BU05460404,Professorenwijk-West,Buurt 'Professorenwijk-West' (BU05460404) is een buurt in wijk 'Roodenburgerdistrict' in de gemeente 'Leiden'.
9417,BU05460405,Tuinstadwijk,Buurt 'Tuinstadwijk' (BU05460405) is een buurt in wijk 'Roodenburgerdistrict' in de gemeente 'Leiden'.
9418,BU05460406,Cronestein,Buurt 'Cronestein' (BU05460406) is een buurt in wijk 'Roodenburgerdistrict' in de gemeente 'Leiden'.
9419,BU05460407,Klein Cronestein,Buurt 'Klein Cronestein' (BU05460407) is een buurt in wijk 'Roodenburgerdistrict' in de gemeente 'Leiden'.
9420,BU05460408,Roomburg,Buurt 'Roomburg' (BU05460408) is een buurt in wijk 'Roodenburgerdistrict' in de gemeente 'Leiden'.
9421,BU05460409,Waardeiland,Buurt 'Waardeiland' (BU05460409) is een buurt in wijk 'Roodenburgerdistrict' in de gemeente 'Leiden'.
9422,WK054605  ,Bos- en Gasthuisdistrict,Wijk 'Bos- en Gasthuisdistrict' (WK054605) is een wijk in de gemeente 'Leiden'.
9423,BU05460500,Vreewijk,Buurt 'Vreewijk' (BU05460500) is een buurt in wijk 'Bos- en Gasthuisdistrict' in de gemeente 'Leiden'.
9424,BU05460501,Haagweg-Noord,Buurt 'Haagweg-Noord' (BU05460501) is een buurt in wijk 'Bos- en Gasthuisdistrict' in de gemeente 'Leiden'.
9425,BU05460502,Gasthuiswijk,Buurt 'Gasthuiswijk' (BU05460502) is een buurt in wijk 'Bos- en Gasthuisdistrict' in de gemeente 'Leiden'.
9426,BU05460503,Fortuinwijk-Noord,Buurt 'Fortuinwijk-Noord' (BU05460503) is een buurt in wijk 'Bos- en Gasthuisdistrict' in de gemeente 'Leiden'.
9427,BU05460504,Boshuizen,Buurt 'Boshuizen' (BU05460504) is een buurt in wijk 'Bos- en Gasthuisdistrict' in de gemeente 'Leiden'.
9428,BU05460505,Oostvliet,Buurt 'Oostvliet' (BU05460505) is een buurt in wijk 'Bos- en Gasthuisdistrict' in de gemeente 'Leiden'.
9429,BU05460506,Haagweg-Zuid,Buurt 'Haagweg-Zuid' (BU05460506) is een buurt in wijk 'Bos- en Gasthuisdistrict' in de gemeente 'Leiden'.
9430,BU05460507,Fortuinwijk-Zuid,Buurt 'Fortuinwijk-Zuid' (BU05460507) is een buurt in wijk 'Bos- en Gasthuisdistrict' in de gemeente 'Leiden'.
9431,WK054606  ,Morsdistrict,Wijk 'Morsdistrict' (WK054606) is een wijk in de gemeente 'Leiden'.
9432,BU05460600,Transvaalbuurt,Buurt 'Transvaalbuurt' (BU05460600) is een buurt in wijk 'Morsdistrict' in de gemeente 'Leiden'.
9433,BU05460601,Lage Mors,Buurt 'Lage Mors' (BU05460601) is een buurt in wijk 'Morsdistrict' in de gemeente 'Leiden'.
9434,BU05460602,Hoge Mors,Buurt 'Hoge Mors' (BU05460602) is een buurt in wijk 'Morsdistrict' in de gemeente 'Leiden'.
9435,WK054607  ,Boerhaavedistrict,Wijk 'Boerhaavedistrict' (WK054607) is een wijk in de gemeente 'Leiden'.
9436,BU05460700,Pesthuiswijk,Buurt 'Pesthuiswijk' (BU05460700) is een buurt in wijk 'Boerhaavedistrict' in de gemeente 'Leiden'.
9437,BU05460701,Houtkwartier,Buurt 'Houtkwartier' (BU05460701) is een buurt in wijk 'Boerhaavedistrict' in de gemeente 'Leiden'.
9438,BU05460702,Raadsherenbuurt,Buurt 'Raadsherenbuurt' (BU05460702) is een buurt in wijk 'Boerhaavedistrict' in de gemeente 'Leiden'.
9439,BU05460703,Vogelwijk,Buurt 'Vogelwijk' (BU05460703) is een buurt in wijk 'Boerhaavedistrict' in de gemeente 'Leiden'.
9440,BU05460704,Leeuwenhoek,Buurt 'Leeuwenhoek' (BU05460704) is een buurt in wijk 'Boerhaavedistrict' in de gemeente 'Leiden'.
9441,WK054608  ,Merenwijkdistrict,Wijk 'Merenwijkdistrict' (WK054608) is een wijk in de gemeente 'Leiden'.
9442,BU05460800,Slaaghwijk,Buurt 'Slaaghwijk' (BU05460800) is een buurt in wijk 'Merenwijkdistrict' in de gemeente 'Leiden'.
9443,BU05460801,Zijlwijk-Zuid,Buurt 'Zijlwijk-Zuid' (BU05460801) is een buurt in wijk 'Merenwijkdistrict' in de gemeente 'Leiden'.
9444,BU05460802,Zijlwijk-Noord,Buurt 'Zijlwijk-Noord' (BU05460802) is een buurt in wijk 'Merenwijkdistrict' in de gemeente 'Leiden'.
9445,BU05460803,Merenwijk-Centrum,Buurt 'Merenwijk-Centrum' (BU05460803) is een buurt in wijk 'Merenwijkdistrict' in de gemeente 'Leiden'.
9446,BU05460804,Leedewijk-Zuid,Buurt 'Leedewijk-Zuid' (BU05460804) is een buurt in wijk 'Merenwijkdistrict' in de gemeente 'Leiden'.
9447,BU05460805,Leedewijk-Noord,Buurt 'Leedewijk-Noord' (BU05460805) is een buurt in wijk 'Merenwijkdistrict' in de gemeente 'Leiden'.
9448,WK054609  ,Stevenshofdistrict,Wijk 'Stevenshofdistrict' (WK054609) is een wijk in de gemeente 'Leiden'.
9449,BU05460900,Schenkwijk,Buurt 'Schenkwijk' (BU05460900) is een buurt in wijk 'Stevenshofdistrict' in de gemeente 'Leiden'.
9450,BU05460901,Kloosterhof,Buurt 'Kloosterhof' (BU05460901) is een buurt in wijk 'Stevenshofdistrict' in de gemeente 'Leiden'.
9451,BU05460902,Dobbewijk-Noord,Buurt 'Dobbewijk-Noord' (BU05460902) is een buurt in wijk 'Stevenshofdistrict' in de gemeente 'Leiden'.
9452,BU05460903,Dobbewijk-Zuid,Buurt 'Dobbewijk-Zuid' (BU05460903) is een buurt in wijk 'Stevenshofdistrict' in de gemeente 'Leiden'.
9453,GM0547    ,Leiderdorp,Gemeente 'Leiderdorp' (GM0547)
9454,WK054700  ,Wijk 00,Wijk 'Wijk 00' (WK054700) is een wijk in de gemeente 'Leiderdorp'.
9455,BU05470000,Kerkwijk,Buurt 'Kerkwijk' (BU05470000) is een buurt in wijk 'Wijk 00' in de gemeente 'Leiderdorp'.
9456,BU05470001,Ouderzorg inclusief De Houtkamp,Buurt 'Ouderzorg inclusief De Houtkamp' (BU05470001) is een buurt in wijk 'Wijk 00' in de gemeente 'Leiderdorp'.
9457,BU05470002,Zijlkwartier,Buurt 'Zijlkwartier' (BU05470002) is een buurt in wijk 'Wijk 00' in de gemeente 'Leiderdorp'.
9458,BU05470003,De Vogelwijk,Buurt 'De Vogelwijk' (BU05470003) is een buurt in wijk 'Wijk 00' in de gemeente 'Leiderdorp'.
9459,BU05470004,De Baanderij,Buurt 'De Baanderij' (BU05470004) is een buurt in wijk 'Wijk 00' in de gemeente 'Leiderdorp'.
9460,BU05470005,De Schansen,Buurt 'De Schansen' (BU05470005) is een buurt in wijk 'Wijk 00' in de gemeente 'Leiderdorp'.
9461,BU05470006,Winkelhof,Buurt 'Winkelhof' (BU05470006) is een buurt in wijk 'Wijk 00' in de gemeente 'Leiderdorp'.
9462,BU05470007,Binnenhof,Buurt 'Binnenhof' (BU05470007) is een buurt in wijk 'Wijk 00' in de gemeente 'Leiderdorp'.
9463,BU05470008,Voorhof,Buurt 'Voorhof' (BU05470008) is een buurt in wijk 'Wijk 00' in de gemeente 'Leiderdorp'.
9464,BU05470009,Elizabethhof,Buurt 'Elizabethhof' (BU05470009) is een buurt in wijk 'Wijk 00' in de gemeente 'Leiderdorp'.
9465,WK054701  ,Wijk 01,Wijk 'Wijk 01' (WK054701) is een wijk in de gemeente 'Leiderdorp'.
9466,BU05470100,Oranjewijk,Buurt 'Oranjewijk' (BU05470100) is een buurt in wijk 'Wijk 01' in de gemeente 'Leiderdorp'.
9467,BU05470101,Doeskwartier,Buurt 'Doeskwartier' (BU05470101) is een buurt in wijk 'Wijk 01' in de gemeente 'Leiderdorp'.
9468,BU05470109,Verspreide huizen,Buurt 'Verspreide huizen' (BU05470109) is een buurt in wijk 'Wijk 01' in de gemeente 'Leiderdorp'.
9469,WK054702  ,Wijk 02,Wijk 'Wijk 02' (WK054702) is een wijk in de gemeente 'Leiderdorp'.
9470,BU05470200,Buitenhof-Oost-Zuid,Buurt 'Buitenhof-Oost-Zuid' (BU05470200) is een buurt in wijk 'Wijk 02' in de gemeente 'Leiderdorp'.
9471,BU05470201,Buitenhof-Midden-West,Buurt 'Buitenhof-Midden-West' (BU05470201) is een buurt in wijk 'Wijk 02' in de gemeente 'Leiderdorp'.
9472,BU05470202,Leyhof,Buurt 'Leyhof' (BU05470202) is een buurt in wijk 'Wijk 02' in de gemeente 'Leiderdorp'.
9473,GM1916    ,Leidschendam-Voorburg,Gemeente 'Leidschendam-Voorburg' (GM1916)
9474,WK191601  ,De Zijde / Duivenvoorde / Park Veursehou,Wijk 'De Zijde / Duivenvoorde / Park Veursehout' (WK191601) is een wijk in de gemeente 'Leidschendam-Voorburg'.
9475,BU19160100,De Zijde,Buurt 'De Zijde' (BU19160100) is een buurt in wijk 'De Zijde / Duivenvoorde / Park Veursehout' in de gemeente 'Leidschendam-Voorburg'.
9476,BU19160101,Duivenvoorde,Buurt 'Duivenvoorde' (BU19160101) is een buurt in wijk 'De Zijde / Duivenvoorde / Park Veursehout' in de gemeente 'Leidschendam-Voorburg'.
9477,BU19160102,Park Veursehout,Buurt 'Park Veursehout' (BU19160102) is een buurt in wijk 'De Zijde / Duivenvoorde / Park Veursehout' in de gemeente 'Leidschendam-Voorburg'.
9478,BU19160103,Leidsenhage,Buurt 'Leidsenhage' (BU19160103) is een buurt in wijk 'De Zijde / Duivenvoorde / Park Veursehout' in de gemeente 'Leidschendam-Voorburg'.
9479,BU19160104,Schakenbosch en het Buitengebied,Buurt 'Schakenbosch en het Buitengebied' (BU19160104) is een buurt in wijk 'De Zijde / Duivenvoorde / Park Veursehout' in de gemeente 'Leidschendam-Voorburg'.
9480,WK191602  ,Prinsenhof,Wijk 'Prinsenhof' (WK191602) is een wijk in de gemeente 'Leidschendam-Voorburg'.
9481,BU19160200,Prinsenhof hoog,Buurt 'Prinsenhof hoog' (BU19160200) is een buurt in wijk 'Prinsenhof' in de gemeente 'Leidschendam-Voorburg'.
9482,BU19160201,Prinsenhof laag,Buurt 'Prinsenhof laag' (BU19160201) is een buurt in wijk 'Prinsenhof' in de gemeente 'Leidschendam-Voorburg'.
9483,WK191603  ,'t Lien / De Rietvink,Wijk ''t Lien / De Rietvink' (WK191603) is een wijk in de gemeente 'Leidschendam-Voorburg'.
9484,BU19160300,'t Lien zuid,Buurt ''t Lien zuid' (BU19160300) is een buurt in wijk ''t Lien / De Rietvink' in de gemeente 'Leidschendam-Voorburg'.
9485,BU19160301,De Rietvink / Veursestraatweg,Buurt 'De Rietvink / Veursestraatweg' (BU19160301) is een buurt in wijk ''t Lien / De Rietvink' in de gemeente 'Leidschendam-Voorburg'.
9486,BU19160302,'t Lien noord,Buurt ''t Lien noord' (BU19160302) is een buurt in wijk ''t Lien / De Rietvink' in de gemeente 'Leidschendam-Voorburg'.
9487,WK191604  ,Stompwijk,Wijk 'Stompwijk' (WK191604) is een wijk in de gemeente 'Leidschendam-Voorburg'.
9488,BU19160400,Kern Stompwijk,Buurt 'Kern Stompwijk' (BU19160400) is een buurt in wijk 'Stompwijk' in de gemeente 'Leidschendam-Voorburg'.
9489,BU19160401,Landelijk gebied Stompwijk,Buurt 'Landelijk gebied Stompwijk' (BU19160401) is een buurt in wijk 'Stompwijk' in de gemeente 'Leidschendam-Voorburg'.
9490,WK191605  ,Leidschendam - Zuid en omgeving,Wijk 'Leidschendam - Zuid en omgeving' (WK191605) is een wijk in de gemeente 'Leidschendam-Voorburg'.
9491,BU19160500,Damcentrum,Buurt 'Damcentrum' (BU19160500) is een buurt in wijk 'Leidschendam - Zuid en omgeving' in de gemeente 'Leidschendam-Voorburg'.
9492,BU19160501,Klein Plaspoelpolder,Buurt 'Klein Plaspoelpolder' (BU19160501) is een buurt in wijk 'Leidschendam - Zuid en omgeving' in de gemeente 'Leidschendam-Voorburg'.
9493,BU19160502,Leidschendam - Zuid De Tol / 't Hert,Buurt 'Leidschendam - Zuid De Tol / 't Hert' (BU19160502) is een buurt in wijk 'Leidschendam - Zuid en omgeving' in de gemeente 'Leidschendam-Voorburg'.
9494,BU19160503,Zeeheldenwijk,Buurt 'Zeeheldenwijk' (BU19160503) is een buurt in wijk 'Leidschendam - Zuid en omgeving' in de gemeente 'Leidschendam-Voorburg'.
9495,BU19160504,Leidschendam - Zuid De Oude Bleijck,Buurt 'Leidschendam - Zuid De Oude Bleijck' (BU19160504) is een buurt in wijk 'Leidschendam - Zuid en omgeving' in de gemeente 'Leidschendam-Voorburg'.
9496,WK191606  ,De Heuvel / Amstelwijk,Wijk 'De Heuvel / Amstelwijk' (WK191606) is een wijk in de gemeente 'Leidschendam-Voorburg'.
9497,BU19160600,De Heuvel zuid,Buurt 'De Heuvel zuid' (BU19160600) is een buurt in wijk 'De Heuvel / Amstelwijk' in de gemeente 'Leidschendam-Voorburg'.
9498,BU19160601,Amstelwijk,Buurt 'Amstelwijk' (BU19160601) is een buurt in wijk 'De Heuvel / Amstelwijk' in de gemeente 'Leidschendam-Voorburg'.
9499,BU19160602,De Heuvel noord,Buurt 'De Heuvel noord' (BU19160602) is een buurt in wijk 'De Heuvel / Amstelwijk' in de gemeente 'Leidschendam-Voorburg'.
9500,WK191607  ,Damsigt en omgeving,Wijk 'Damsigt en omgeving' (WK191607) is een wijk in de gemeente 'Leidschendam-Voorburg'.
9501,BU19160700,Damsigt,Buurt 'Damsigt' (BU19160700) is een buurt in wijk 'Damsigt en omgeving' in de gemeente 'Leidschendam-Voorburg'.
9502,BU19160701,Verzetsheldenwijk,Buurt 'Verzetsheldenwijk' (BU19160701) is een buurt in wijk 'Damsigt en omgeving' in de gemeente 'Leidschendam-Voorburg'.
9503,BU19160702,Raadhuiskwartier,Buurt 'Raadhuiskwartier' (BU19160702) is een buurt in wijk 'Damsigt en omgeving' in de gemeente 'Leidschendam-Voorburg'.
9504,BU19160703,Sijtwende,Buurt 'Sijtwende' (BU19160703) is een buurt in wijk 'Damsigt en omgeving' in de gemeente 'Leidschendam-Voorburg'.
9505,BU19160704,Kleurenbuurt,Buurt 'Kleurenbuurt' (BU19160704) is een buurt in wijk 'Damsigt en omgeving' in de gemeente 'Leidschendam-Voorburg'.
9506,WK191608  ,Essesteijn,Wijk 'Essesteijn' (WK191608) is een wijk in de gemeente 'Leidschendam-Voorburg'.
9507,BU19160800,Essesteijn / Gaarden,Buurt 'Essesteijn / Gaarden' (BU19160800) is een buurt in wijk 'Essesteijn' in de gemeente 'Leidschendam-Voorburg'.
9508,BU19160801,Nieuw Essesteijn / Zijdezigt,Buurt 'Nieuw Essesteijn / Zijdezigt' (BU19160801) is een buurt in wijk 'Essesteijn' in de gemeente 'Leidschendam-Voorburg'.
9509,BU19160802,Essesteijn / Weiden,Buurt 'Essesteijn / Weiden' (BU19160802) is een buurt in wijk 'Essesteijn' in de gemeente 'Leidschendam-Voorburg'.
9510,BU19160803,Essesteijn / Tuinen,Buurt 'Essesteijn / Tuinen' (BU19160803) is een buurt in wijk 'Essesteijn' in de gemeente 'Leidschendam-Voorburg'.
9511,BU19160804,Essesteijn / Dreven,Buurt 'Essesteijn / Dreven' (BU19160804) is een buurt in wijk 'Essesteijn' in de gemeente 'Leidschendam-Voorburg'.
9512,WK191609  ,Voorburg Midden,Wijk 'Voorburg Midden' (WK191609) is een wijk in de gemeente 'Leidschendam-Voorburg'.
9513,BU19160900,Voorburg Midden noord,Buurt 'Voorburg Midden noord' (BU19160900) is een buurt in wijk 'Voorburg Midden' in de gemeente 'Leidschendam-Voorburg'.
9514,BU19160901,Voorburg Midden midden,Buurt 'Voorburg Midden midden' (BU19160901) is een buurt in wijk 'Voorburg Midden' in de gemeente 'Leidschendam-Voorburg'.
9515,BU19160902,Voorburg Midden zuid,Buurt 'Voorburg Midden zuid' (BU19160902) is een buurt in wijk 'Voorburg Midden' in de gemeente 'Leidschendam-Voorburg'.
9516,WK191610  ,Bovenveen,Wijk 'Bovenveen' (WK191610) is een wijk in de gemeente 'Leidschendam-Voorburg'.
9517,BU19161000,Bovenveen noord,Buurt 'Bovenveen noord' (BU19161000) is een buurt in wijk 'Bovenveen' in de gemeente 'Leidschendam-Voorburg'.
9518,BU19161001,Bovenveen midden,Buurt 'Bovenveen midden' (BU19161001) is een buurt in wijk 'Bovenveen' in de gemeente 'Leidschendam-Voorburg'.
9519,BU19161002,Bovenveen zuid,Buurt 'Bovenveen zuid' (BU19161002) is een buurt in wijk 'Bovenveen' in de gemeente 'Leidschendam-Voorburg'.
9520,WK191611  ,Voorburg Noord,Wijk 'Voorburg Noord' (WK191611) is een wijk in de gemeente 'Leidschendam-Voorburg'.
9521,BU19161100,Voorburg Noord zuid,Buurt 'Voorburg Noord zuid' (BU19161100) is een buurt in wijk 'Voorburg Noord' in de gemeente 'Leidschendam-Voorburg'.
9522,BU19161101,Voorburg Noord noord,Buurt 'Voorburg Noord noord' (BU19161101) is een buurt in wijk 'Voorburg Noord' in de gemeente 'Leidschendam-Voorburg'.
9523,WK191612  ,Voorburg West / Park Leeuwenbergh,Wijk 'Voorburg West / Park Leeuwenbergh' (WK191612) is een wijk in de gemeente 'Leidschendam-Voorburg'.
9524,BU19161200,Voorburg West zuid,Buurt 'Voorburg West zuid' (BU19161200) is een buurt in wijk 'Voorburg West / Park Leeuwenbergh' in de gemeente 'Leidschendam-Voorburg'.
9525,BU19161201,Park Leeuwenbergh,Buurt 'Park Leeuwenbergh' (BU19161201) is een buurt in wijk 'Voorburg West / Park Leeuwenbergh' in de gemeente 'Leidschendam-Voorburg'.
9526,BU19161202,Voorburg West noord,Buurt 'Voorburg West noord' (BU19161202) is een buurt in wijk 'Voorburg West / Park Leeuwenbergh' in de gemeente 'Leidschendam-Voorburg'.
9527,WK191613  ,Voorburg Oud,Wijk 'Voorburg Oud' (WK191613) is een wijk in de gemeente 'Leidschendam-Voorburg'.
9528,BU19161300,Voorburg Oud noord,Buurt 'Voorburg Oud noord' (BU19161300) is een buurt in wijk 'Voorburg Oud' in de gemeente 'Leidschendam-Voorburg'.
9529,BU19161301,Voorburg Oud zuid,Buurt 'Voorburg Oud zuid' (BU19161301) is een buurt in wijk 'Voorburg Oud' in de gemeente 'Leidschendam-Voorburg'.
9530,GM0995    ,Lelystad,Gemeente 'Lelystad' (GM0995)
9531,WK099501  ,Zuiderzeewijk,Wijk 'Zuiderzeewijk' (WK099501) is een wijk in de gemeente 'Lelystad'.
9532,BU09950110,"Kofschip, SGL","Buurt 'Kofschip, SGL' (BU09950110) is een buurt in wijk 'Zuiderzeewijk' in de gemeente 'Lelystad'."
9533,BU09950111,"Zuiderzeelaan, Waddenlaan","Buurt 'Zuiderzeelaan, Waddenlaan' (BU09950111) is een buurt in wijk 'Zuiderzeewijk' in de gemeente 'Lelystad'."
9534,BU09950112,IJssellaan,Buurt 'IJssellaan' (BU09950112) is een buurt in wijk 'Zuiderzeewijk' in de gemeente 'Lelystad'.
9535,BU09950113,Langezand,Buurt 'Langezand' (BU09950113) is een buurt in wijk 'Zuiderzeewijk' in de gemeente 'Lelystad'.
9536,BU09950114,Kofschip Noord,Buurt 'Kofschip Noord' (BU09950114) is een buurt in wijk 'Zuiderzeewijk' in de gemeente 'Lelystad'.
9537,BU09950115,Groene Velden,Buurt 'Groene Velden' (BU09950115) is een buurt in wijk 'Zuiderzeewijk' in de gemeente 'Lelystad'.
9538,BU09950117,Overijsselse Hout,Buurt 'Overijsselse Hout' (BU09950117) is een buurt in wijk 'Zuiderzeewijk' in de gemeente 'Lelystad'.
